county,town,office,district,party,candidate,votes
Windham,JAMAICA,President,,Libertarian,Gary Johnson,24
Windham,LONDONDERRY,President,,Libertarian,Gary Johnson,30
Windham,MARLBORO,President,,Libertarian,Gary Johnson,5
Windham,NEWFANE,President,,Libertarian,Gary Johnson,14
Windham,PUTNEY,President,,Libertarian,Gary Johnson,32
Windham,ROCKINGHAM,President,,Libertarian,Gary Johnson,75
Windham,STRATTON,President,,Libertarian,Gary Johnson,2
Windham,TOWNSHEND,President,,Libertarian,Gary Johnson,17
Windham,VERNON,President,,Libertarian,Gary Johnson,50
Windham,WARDSBORO,President,,Libertarian,Gary Johnson,12
Windham,WESTMINSTER,President,,Libertarian,Gary Johnson,32
Windham,WHITINGHAM,President,,Libertarian,Gary Johnson,22
Windham,WILMINGTON,President,,Libertarian,Gary Johnson,36
Windham,WINDHAM,President,,Libertarian,Gary Johnson,10
Windsor,ANDOVER,President,,Libertarian,Gary Johnson,8
Windsor,BALTIMORE,President,,Libertarian,Gary Johnson,9
Windsor,BARNARD,President,,Libertarian,Gary Johnson,13
Windsor,BETHEL,President,,Libertarian,Gary Johnson,33
Windsor,BRIDGEWATER,President,,Libertarian,Gary Johnson,11
Windsor,CAVENDISH,President,,Libertarian,Gary Johnson,20
Windsor,CHESTER,President,,Libertarian,Gary Johnson,47
Windsor,HARTFORD,President,,Libertarian,Gary Johnson,174
Windsor,HARTLAND,President,,Libertarian,Gary Johnson,52
Windsor,LUDLOW,President,,Libertarian,Gary Johnson,28
Windsor,NORWICH,President,,Libertarian,Gary Johnson,36
Windsor,PLYMOUTH,President,,Libertarian,Gary Johnson,13
Windsor,POMFRET,President,,Libertarian,Gary Johnson,21
Windsor,READING,President,,Libertarian,Gary Johnson,11
Windsor,ROCHESTER,President,,Libertarian,Gary Johnson,17
Windsor,ROYALTON,President,,Libertarian,Gary Johnson,46
Windsor,SHARON,President,,Libertarian,Gary Johnson,15
Windsor,SPRINGFIELD,President,,Libertarian,Gary Johnson,144
Windsor,STOCKBRIDGE,President,,Libertarian,Gary Johnson,7
Windsor,WEATHERSFIELD,President,,Libertarian,Gary Johnson,51
Windsor,WEST WINDSOR,President,,Libertarian,Gary Johnson,27
Windsor,WESTON,President,,Libertarian,Gary Johnson,8
Windsor,WINDSOR,President,,Libertarian,Gary Johnson,92
Windsor,WOODSTOCK,President,,Libertarian,Gary Johnson,48
Addison,ADDISON,President,,Liberty Union,Gloria La Riva,1
Addison,BRIDPORT,President,,Liberty Union,Gloria La Riva,1
Addison,BRISTOL,President,,Liberty Union,Gloria La Riva,1
Addison,CORNWALL,President,,Liberty Union,Gloria La Riva,1
Addison,FERRISBURGH,President,,Liberty Union,Gloria La Riva,2
Addison,GOSHEN,President,,Liberty Union,Gloria La Riva,0
Addison,GRANVILLE,President,,Liberty Union,Gloria La Riva,0
Addison,HANCOCK,President,,Liberty Union,Gloria La Riva,0
Addison,LEICESTER,President,,Liberty Union,Gloria La Riva,0
Addison,LINCOLN,President,,Liberty Union,Gloria La Riva,0
Addison,MIDDLEBURY,President,,Liberty Union,Gloria La Riva,2
Addison,MONKTON,President,,Liberty Union,Gloria La Riva,0
Addison,NEW HAVEN,President,,Liberty Union,Gloria La Riva,2
Addison,ORWELL,President,,Liberty Union,Gloria La Riva,0
Addison,PANTON,President,,Liberty Union,Gloria La Riva,0
Addison,RIPTON,President,,Liberty Union,Gloria La Riva,0
Addison,SALISBURY,President,,Liberty Union,Gloria La Riva,0
Addison,SHOREHAM,President,,Liberty Union,Gloria La Riva,0
Addison,STARKSBORO,President,,Liberty Union,Gloria La Riva,0
Addison,VERGENNES,President,,Liberty Union,Gloria La Riva,1
Addison,WALTHAM,President,,Liberty Union,Gloria La Riva,0
Addison,WEYBRIDGE,President,,Liberty Union,Gloria La Riva,2
Addison,WHITING,President,,Liberty Union,Gloria La Riva,0
Bennington,ARLINGTON,President,,Liberty Union,Gloria La Riva,3
Bennington,BENNINGTON,President,,Liberty Union,Gloria La Riva,8
Bennington,DORSET,President,,Liberty Union,Gloria La Riva,0
Bennington,LANDGROVE,President,,Liberty Union,Gloria La Riva,0
Bennington,MANCHESTER,President,,Liberty Union,Gloria La Riva,4
Bennington,PERU,President,,Liberty Union,Gloria La Riva,0
Bennington,POWNAL,President,,Liberty Union,Gloria La Riva,1
Bennington,READSBORO,President,,Liberty Union,Gloria La Riva,1
Bennington,RUPERT,President,,Liberty Union,Gloria La Riva,0
Bennington,SANDGATE,President,,Liberty Union,Gloria La Riva,1
Bennington,SEARSBURG,President,,Liberty Union,Gloria La Riva,1
Bennington,SHAFTSBURY,President,,Liberty Union,Gloria La Riva,1
Bennington,STAMFORD,President,,Liberty Union,Gloria La Riva,0
Bennington,SUNDERLAND,President,,Liberty Union,Gloria La Riva,0
Bennington,WINHALL,President,,Liberty Union,Gloria La Riva,1
Bennington,WOODFORD,President,,Liberty Union,Gloria La Riva,1
Caledonia,BARNET,President,,Liberty Union,Gloria La Riva,0
Caledonia,BURKE,President,,Liberty Union,Gloria La Riva,1
Caledonia,DANVILLE,President,,Liberty Union,Gloria La Riva,1
Caledonia,GROTON,President,,Liberty Union,Gloria La Riva,1
Caledonia,HARDWICK,President,,Liberty Union,Gloria La Riva,6
Caledonia,KIRBY,President,,Liberty Union,Gloria La Riva,0
Caledonia,LYNDON,President,,Liberty Union,Gloria La Riva,3
Caledonia,NEWARK,President,,Liberty Union,Gloria La Riva,0
Caledonia,PEACHAM,President,,Liberty Union,Gloria La Riva,1
Caledonia,RYEGATE,President,,Liberty Union,Gloria La Riva,0
Caledonia,SAINT JOHNSBURY,President,,Liberty Union,Gloria La Riva,4
Caledonia,SHEFFIELD,President,,Liberty Union,Gloria La Riva,1
Caledonia,STANNARD,President,,Liberty Union,Gloria La Riva,0
Caledonia,SUTTON,President,,Liberty Union,Gloria La Riva,0
Caledonia,WALDEN,President,,Liberty Union,Gloria La Riva,2
Caledonia,WATERFORD,President,,Liberty Union,Gloria La Riva,0
Caledonia,WHEELOCK,President,,Liberty Union,Gloria La Riva,1
Chittenden,BOLTON,President,,Liberty Union,Gloria La Riva,1
Chittenden,BURLINGTON,President,,Liberty Union,Gloria La Riva,18
Chittenden,CHARLOTTE,President,,Liberty Union,Gloria La Riva,2
Chittenden,COLCHESTER,President,,Liberty Union,Gloria La Riva,9
Chittenden,ESSEX,President,,Liberty Union,Gloria La Riva,9
Chittenden,HINESBURG,President,,Liberty Union,Gloria La Riva,2
Chittenden,HUNTINGTON,President,,Liberty Union,Gloria La Riva,0
Chittenden,JERICHO,President,,Liberty Union,Gloria La Riva,3
Chittenden,MILTON,President,,Liberty Union,Gloria La Riva,4
Chittenden,RICHMOND,President,,Liberty Union,Gloria La Riva,5
Chittenden,SAINT GEORGE,President,,Liberty Union,Gloria La Riva,1
Chittenden,SHELBURNE,President,,Liberty Union,Gloria La Riva,2
Chittenden,SOUTH BURLINGTON,President,,Liberty Union,Gloria La Riva,4
Chittenden,UNDERHILL,President,,Liberty Union,Gloria La Riva,1
Chittenden,WESTFORD,President,,Liberty Union,Gloria La Riva,5
Chittenden,WILLISTON,President,,Liberty Union,Gloria La Riva,2
Chittenden,WINOOSKI,President,,Liberty Union,Gloria La Riva,7
Essex,BLOOMFIELD,President,,Liberty Union,Gloria La Riva,1
Essex,BRIGHTON,President,,Liberty Union,Gloria La Riva,0
Essex,BRUNSWICK,President,,Liberty Union,Gloria La Riva,0
Essex,CANAAN,President,,Liberty Union,Gloria La Riva,0
Essex,CONCORD,President,,Liberty Union,Gloria La Riva,1
Essex,EAST HAVEN,President,,Liberty Union,Gloria La Riva,1
Essex,GRANBY,President,,Liberty Union,Gloria La Riva,0
Essex,GUILDHALL,President,,Liberty Union,Gloria La Riva,0
Essex,LEMINGTON,President,,Liberty Union,Gloria La Riva,0
Essex,LUNENBURG,President,,Liberty Union,Gloria La Riva,2
Essex,MAIDSTONE,President,,Liberty Union,Gloria La Riva,0
Essex,NORTON,President,,Liberty Union,Gloria La Riva,0
Essex,VICTORY,President,,Liberty Union,Gloria La Riva,0
Franklin,BAKERSFIELD,President,,Liberty Union,Gloria La Riva,1
Franklin,BERKSHIRE,President,,Liberty Union,Gloria La Riva,1
Franklin,ENOSBURGH,President,,Liberty Union,Gloria La Riva,6
Franklin,FAIRFAX,President,,Liberty Union,Gloria La Riva,0
Franklin,FAIRFIELD,President,,Liberty Union,Gloria La Riva,1
Franklin,FLETCHER,President,,Liberty Union,Gloria La Riva,1
Franklin,FRANKLIN,President,,Liberty Union,Gloria La Riva,0
Franklin,GEORGIA,President,,Liberty Union,Gloria La Riva,3
Franklin,HIGHGATE,President,,Liberty Union,Gloria La Riva,3
Franklin,MONTGOMERY,President,,Liberty Union,Gloria La Riva,1
Franklin,RICHFORD,President,,Liberty Union,Gloria La Riva,0
Franklin,SAINT ALBANS CITY,President,,Liberty Union,Gloria La Riva,3
Franklin,SAINT ALBANS TOWN,President,,Liberty Union,Gloria La Riva,3
Franklin,SHELDON,President,,Liberty Union,Gloria La Riva,1
Franklin,SWANTON,President,,Liberty Union,Gloria La Riva,2
Grand Isle,ALBURGH,President,,Liberty Union,Gloria La Riva,0
Grand Isle,GRAND ISLE,President,,Liberty Union,Gloria La Riva,2
Grand Isle,ISLE LA MOTTE,President,,Liberty Union,Gloria La Riva,0
Grand Isle,NORTH HERO,President,,Liberty Union,Gloria La Riva,1
Grand Isle,SOUTH HERO,President,,Liberty Union,Gloria La Riva,0
Lamoille,BELVIDERE,President,,Liberty Union,Gloria La Riva,0
Lamoille,CAMBRIDGE,President,,Liberty Union,Gloria La Riva,3
Lamoille,EDEN,President,,Liberty Union,Gloria La Riva,1
Lamoille,ELMORE,President,,Liberty Union,Gloria La Riva,0
Lamoille,HYDE PARK,President,,Liberty Union,Gloria La Riva,2
Lamoille,JOHNSON,President,,Liberty Union,Gloria La Riva,1
Lamoille,MORRISTOWN,President,,Liberty Union,Gloria La Riva,7
Lamoille,STOWE,President,,Liberty Union,Gloria La Riva,0
Lamoille,WATERVILLE,President,,Liberty Union,Gloria La Riva,1
Lamoille,WOLCOTT,President,,Liberty Union,Gloria La Riva,1
Orange,BRADFORD,President,,Liberty Union,Gloria La Riva,2
Orange,BRAINTREE,President,,Liberty Union,Gloria La Riva,0
Orange,BROOKFIELD,President,,Liberty Union,Gloria La Riva,0
Orange,CHELSEA,President,,Liberty Union,Gloria La Riva,0
Orange,CORINTH,President,,Liberty Union,Gloria La Riva,1
Orange,FAIRLEE,President,,Liberty Union,Gloria La Riva,0
Orange,NEWBURY,President,,Liberty Union,Gloria La Riva,2
Orange,ORANGE,President,,Liberty Union,Gloria La Riva,1
Orange,RANDOLPH,President,,Liberty Union,Gloria La Riva,2
Orange,STRAFFORD,President,,Liberty Union,Gloria La Riva,0
Orange,THETFORD,President,,Liberty Union,Gloria La Riva,1
Orange,TOPSHAM,President,,Liberty Union,Gloria La Riva,1
Orange,TUNBRIDGE,President,,Liberty Union,Gloria La Riva,0
Orange,VERSHIRE,President,,Liberty Union,Gloria La Riva,0
Orange,WASHINGTON,President,,Liberty Union,Gloria La Riva,0
Orange,WEST FAIRLEE,President,,Liberty Union,Gloria La Riva,1
Orange,WILLIAMSTOWN,President,,Liberty Union,Gloria La Riva,1
Orleans,ALBANY,President,,Liberty Union,Gloria La Riva,3
Orleans,BARTON,President,,Liberty Union,Gloria La Riva,1
Orleans,BROWNINGTON,President,,Liberty Union,Gloria La Riva,0
Orleans,CHARLESTON,President,,Liberty Union,Gloria La Riva,7
Orleans,COVENTRY,President,,Liberty Union,Gloria La Riva,1
Orleans,CRAFTSBURY,President,,Liberty Union,Gloria La Riva,0
Orleans,DERBY,President,,Liberty Union,Gloria La Riva,0
Orleans,GLOVER,President,,Liberty Union,Gloria La Riva,0
Orleans,GREENSBORO,President,,Liberty Union,Gloria La Riva,0
Orleans,HOLLAND,President,,Liberty Union,Gloria La Riva,0
Orleans,IRASBURG,President,,Liberty Union,Gloria La Riva,0
Orleans,JAY,President,,Liberty Union,Gloria La Riva,0
Orleans,LOWELL,President,,Liberty Union,Gloria La Riva,2
Orleans,MORGAN,President,,Liberty Union,Gloria La Riva,0
Orleans,NEWPORT CITY,President,,Liberty Union,Gloria La Riva,1
Orleans,NEWPORT TOWN,President,,Liberty Union,Gloria La Riva,3
Orleans,TROY,President,,Liberty Union,Gloria La Riva,0
Orleans,WESTFIELD,President,,Liberty Union,Gloria La Riva,0
Orleans,WESTMORE,President,,Liberty Union,Gloria La Riva,0
Rutland,BENSON,President,,Liberty Union,Gloria La Riva,2
Rutland,BRANDON,President,,Liberty Union,Gloria La Riva,2
Rutland,CASTLETON,President,,Liberty Union,Gloria La Riva,3
Rutland,CHITTENDEN,President,,Liberty Union,Gloria La Riva,0
Rutland,CLARENDON,President,,Liberty Union,Gloria La Riva,0
Rutland,DANBY,President,,Liberty Union,Gloria La Riva,5
Rutland,FAIR HAVEN,President,,Liberty Union,Gloria La Riva,1
Rutland,HUBBARDTON,President,,Liberty Union,Gloria La Riva,2
Rutland,IRA,President,,Liberty Union,Gloria La Riva,0
Rutland,KILLINGTON,President,,Liberty Union,Gloria La Riva,0
Rutland,MENDON,President,,Liberty Union,Gloria La Riva,0
Rutland,MIDDLETOWN SPRINGS,President,,Liberty Union,Gloria La Riva,1
Rutland,MOUNT HOLLY,President,,Liberty Union,Gloria La Riva,0
Rutland,MOUNT TABOR,President,,Liberty Union,Gloria La Riva,0
Rutland,PAWLET,President,,Liberty Union,Gloria La Riva,1
Rutland,PITTSFIELD,President,,Liberty Union,Gloria La Riva,0
Rutland,PITTSFORD,President,,Liberty Union,Gloria La Riva,3
Rutland,POULTNEY,President,,Liberty Union,Gloria La Riva,4
Rutland,PROCTOR,President,,Liberty Union,Gloria La Riva,1
Rutland,RUTLAND CITY,President,,Liberty Union,Gloria La Riva,6
Rutland,RUTLAND TOWN,President,,Liberty Union,Gloria La Riva,1
Rutland,SHREWSBURY,President,,Liberty Union,Gloria La Riva,2
Rutland,SUDBURY,President,,Liberty Union,Gloria La Riva,0
Rutland,TINMOUTH,President,,Liberty Union,Gloria La Riva,0
Rutland,WALLINGFORD,President,,Liberty Union,Gloria La Riva,1
Rutland,WELLS,President,,Liberty Union,Gloria La Riva,0
Rutland,WEST HAVEN,President,,Liberty Union,Gloria La Riva,0
Rutland,WEST RUTLAND,President,,Liberty Union,Gloria La Riva,1
Washington,BARRE CITY,President,,Liberty Union,Gloria La Riva,2
Washington,BARRE TOWN,President,,Liberty Union,Gloria La Riva,6
Washington,BERLIN,President,,Liberty Union,Gloria La Riva,1
Washington,CABOT,President,,Liberty Union,Gloria La Riva,0
Washington,CALAIS,President,,Liberty Union,Gloria La Riva,1
Washington,DUXBURY,President,,Liberty Union,Gloria La Riva,2
Washington,EAST MONTPELIER,President,,Liberty Union,Gloria La Riva,1
Washington,FAYSTON,President,,Liberty Union,Gloria La Riva,0
Washington,MARSHFIELD,President,,Liberty Union,Gloria La Riva,0
Washington,MIDDLESEX,President,,Liberty Union,Gloria La Riva,1
Washington,MONTPELIER,President,,Liberty Union,Gloria La Riva,4
Washington,MORETOWN,President,,Liberty Union,Gloria La Riva,0
Washington,NORTHFIELD,President,,Liberty Union,Gloria La Riva,2
Washington,PLAINFIELD,President,,Liberty Union,Gloria La Riva,2
Washington,ROXBURY,President,,Liberty Union,Gloria La Riva,0
Washington,WAITSFIELD,President,,Liberty Union,Gloria La Riva,0
Washington,WARREN,President,,Liberty Union,Gloria La Riva,0
Washington,WATERBURY,President,,Liberty Union,Gloria La Riva,1
Washington,WOODBURY,President,,Liberty Union,Gloria La Riva,2
Washington,WORCESTER,President,,Liberty Union,Gloria La Riva,1
Windham,ATHENS,President,,Liberty Union,Gloria La Riva,0
Windham,BRATTLEBORO,President,,Liberty Union,Gloria La Riva,6
Windham,BROOKLINE,President,,Liberty Union,Gloria La Riva,1
Windham,DOVER,President,,Liberty Union,Gloria La Riva,3
Windham,DUMMERSTON,President,,Liberty Union,Gloria La Riva,4
Windham,GRAFTON,President,,Liberty Union,Gloria La Riva,0
Windham,GUILFORD,President,,Liberty Union,Gloria La Riva,2
Windham,HALIFAX,President,,Liberty Union,Gloria La Riva,0
Windham,JAMAICA,President,,Liberty Union,Gloria La Riva,3
Windham,LONDONDERRY,President,,Liberty Union,Gloria La Riva,2
Windham,MARLBORO,President,,Liberty Union,Gloria La Riva,1
Windham,NEWFANE,President,,Liberty Union,Gloria La Riva,0
Windham,PUTNEY,President,,Liberty Union,Gloria La Riva,1
Windham,ROCKINGHAM,President,,Liberty Union,Gloria La Riva,1
Windham,STRATTON,President,,Liberty Union,Gloria La Riva,1
Windham,TOWNSHEND,President,,Liberty Union,Gloria La Riva,0
Windham,VERNON,President,,Liberty Union,Gloria La Riva,0
Windham,WARDSBORO,President,,Liberty Union,Gloria La Riva,0
Windham,WESTMINSTER,President,,Liberty Union,Gloria La Riva,0
Windham,WHITINGHAM,President,,Liberty Union,Gloria La Riva,1
Windham,WILMINGTON,President,,Liberty Union,Gloria La Riva,2
Windham,WINDHAM,President,,Liberty Union,Gloria La Riva,1
Windsor,ANDOVER,President,,Liberty Union,Gloria La Riva,1
Windsor,BALTIMORE,President,,Liberty Union,Gloria La Riva,0
Windsor,BARNARD,President,,Liberty Union,Gloria La Riva,0
Windsor,BETHEL,President,,Liberty Union,Gloria La Riva,0
Windsor,BRIDGEWATER,President,,Liberty Union,Gloria La Riva,2
Windsor,CAVENDISH,President,,Liberty Union,Gloria La Riva,0
Windsor,CHESTER,President,,Liberty Union,Gloria La Riva,1
Windsor,HARTFORD,President,,Liberty Union,Gloria La Riva,6
Windsor,HARTLAND,President,,Liberty Union,Gloria La Riva,1
Windsor,LUDLOW,President,,Liberty Union,Gloria La Riva,2
Windsor,NORWICH,President,,Liberty Union,Gloria La Riva,1
Windsor,PLYMOUTH,President,,Liberty Union,Gloria La Riva,0
Windsor,POMFRET,President,,Liberty Union,Gloria La Riva,1
Windsor,READING,President,,Liberty Union,Gloria La Riva,0
Windsor,ROCHESTER,President,,Liberty Union,Gloria La Riva,0
Windsor,ROYALTON,President,,Liberty Union,Gloria La Riva,3
Windsor,SHARON,President,,Liberty Union,Gloria La Riva,0
Windsor,SPRINGFIELD,President,,Liberty Union,Gloria La Riva,2
Windsor,STOCKBRIDGE,President,,Liberty Union,Gloria La Riva,0
Windsor,WEATHERSFIELD,President,,Liberty Union,Gloria La Riva,1
Windsor,WEST WINDSOR,President,,Liberty Union,Gloria La Riva,0
Windsor,WESTON,President,,Liberty Union,Gloria La Riva,0
Windsor,WINDSOR,President,,Liberty Union,Gloria La Riva,2
Windsor,WOODSTOCK,President,,Liberty Union,Gloria La Riva,2
Addison,ADDISON,President,,Democrat,Hillary Clinton,324
Addison,BRIDPORT,President,,Democrat,Hillary Clinton,292
Addison,BRISTOL,President,,Democrat,Hillary Clinton,1075
Addison,CORNWALL,President,,Democrat,Hillary Clinton,517
Addison,FERRISBURGH,President,,Democrat,Hillary Clinton,892
Addison,GOSHEN,President,,Democrat,Hillary Clinton,78
Addison,GRANVILLE,President,,Democrat,Hillary Clinton,82
Addison,HANCOCK,President,,Democrat,Hillary Clinton,75
Addison,LEICESTER,President,,Democrat,Hillary Clinton,217
Addison,LINCOLN,President,,Democrat,Hillary Clinton,494
Addison,MIDDLEBURY,President,,Democrat,Hillary Clinton,2682
Addison,MONKTON,President,,Democrat,Hillary Clinton,671
Addison,NEW HAVEN,President,,Democrat,Hillary Clinton,594
Addison,ORWELL,President,,Democrat,Hillary Clinton,270
Addison,PANTON,President,,Democrat,Hillary Clinton,171
Addison,RIPTON,President,,Democrat,Hillary Clinton,228
Addison,SALISBURY,President,,Democrat,Hillary Clinton,296
Addison,SHOREHAM,President,,Democrat,Hillary Clinton,356
Addison,STARKSBORO,President,,Democrat,Hillary Clinton,534
Addison,VERGENNES,President,,Democrat,Hillary Clinton,712
Addison,WALTHAM,President,,Democrat,Hillary Clinton,149
Addison,WEYBRIDGE,President,,Democrat,Hillary Clinton,415
Addison,WHITING,President,,Democrat,Hillary Clinton,95
Bennington,ARLINGTON,President,,Democrat,Hillary Clinton,662
